,contract_id,year,firm,bid,winning_bid,inflation_adjusted_bid,inflation_raw_milk_price_adjusted_bid,is_cartel_firm,only_cartels_bidding_on_contract,number_of_bidders_on_contract
2102,83_048017,1983,MEADOWGOLD,0.13,1,0.10530712530712533,0.028907125307125317,0,0,3
2103,83_048017,1983,MAPLEGROVE,0.14,0,0.11340767340767342,0.037007673407673435,0,0,3
2104,83_048017,1983,ROYALCREST,0.14,0,0.11340767340767342,0.037007673407673435,0,0,3
2105,84_048017,1984,MEADOWGOLD,0.1325,1,0.10363047445255476,0.029530474452554762,0,0,1
2106,85_048017,1985,MEADOWGOLD,0.136,1,0.1027672778561354,0.0319672778561354,0,0,2
2107,85_048017,1985,MAPLEGROVE,0.14,0,0.1057898448519041,0.034989844851904095,0,0,2
2108,86_048017,1986,MEADOWGOLD,0.1305,0,0.09640175801447776,0.026401758014477764,0,0,3
2109,86_048017,1986,GREINER,0.138,0,0.10194208893485006,0.03194208893485005,0,0,3
2110,86_048017,1986,MAPLEGROVE,0.1285,1,0.09492433643571184,0.02492433643571182,0,0,3
2111,87_048017,1987,MAPLEGROVE,0.136,1,0.09809761023224504,0.02799761023224505,0,0,2
2112,87_048017,1987,SMITH,0.1383,0,0.09975661393470213,0.02965661393470212,0,0,2
2113,88_048017,1988,SMITH,0.1364,1,0.09577496723460026,0.02917496723460025,0,0,2
2114,88_048017,1988,MAPLEGROVE,0.14800000000000002,0,0.10392005242463956,0.037320052424639566,0,0,2
2115,89_048017,1989,MAPLEGROVE,0.1469,1,0.09907370574350904,0.02827370574350904,0,0,1
2116,90_048017,1990,MAPLEGROVE,0.1635,0,0.10643393074119076,0.02673393074119076,0,0,2
2117,90_048017,1990,SMITH,0.1549,1,0.10083557108140948,0.021135571081409482,0,0,2
2118,80_051631,1980,BROOKFIELDDAIRY,0.11900000000000001,1,0.11900000000000001,0.047199999999999985,0,0,1
2119,81_051631,1981,BROOKFIELDDAIRY,0.1349,1,0.12249605932203388,0.04559605932203388,0,0,1
2120,82_051631,1982,BROOKFIELDDAIRY,0.129,1,0.10935403481012657,0.03335403481012657,0,0,1
2121,83_051631,1983,SUPERIOR,0.133,0,0.10773728973728976,0.03133728973728976,0,0,2
2122,83_051631,1983,BROOKFIELDDAIRY,0.1313,1,0.10636019656019656,0.029960196560196575,0,0,2
2123,84_051631,1984,SUPERIOR,0.1306,1,0.10214445255474452,0.02804445255474453,0,0,2
2124,84_051631,1984,BROOKFIELDDAIRY,0.1313,0,0.10269193430656937,0.028591934306569356,0,0,2
2125,85_051631,1985,SUPERIOR,0.1314,0,0.0992913258110014,0.02849132581100139,0,0,2
2126,85_051631,1985,DEAN,0.1308,1,0.0988379407616361,0.0280379407616361,0,0,2
2127,86_051631,1986,SUPERIOR,0.1288,0,0.09514594967252672,0.025145949672526702,0,0,2
2128,86_051631,1986,DEAN,0.128,1,0.09455498104102034,0.02455498104102033,0,0,2
2129,87_051631,1987,DEAN,0.128,1,0.09232716257152472,0.02222716257152474,0,0,2
2130,87_051631,1987,SUPERIOR,0.1353,0,0.097592696061932,0.02749269606193201,0,0,2
2131,88_051631,1988,DEAN,0.1335,1,0.09373869593709044,0.027138695937090423,0,0,1
2132,89_051631,1989,DEAN,0.1319,1,0.08895726199842642,0.018157261998426436,0,0,1
2133,90_051631,1990,DEAN,0.1501,1,0.09771090522478736,0.018010905224787363,0,0,1
2134,80_049460,1980,BABCOCKDAIRY,0.1148,1,0.1148,0.043,0,0,3
2135,80_049460,1980,MEADOWGOLD,0.1219,0,0.1219,0.050099999999999985,0,0,3
2136,80_049460,1980,SMITH,0.1218,0,0.1218,0.05,0,0,3
2137,81_049460,1981,MEADOWGOLD,0.12,1,0.10896610169491523,0.032066101694915236,0,0,3
2138,81_049460,1981,OAKFARMS,0.1344,0,0.12204203389830505,0.04514203389830507,0,0,3
2139,81_049460,1981,SMITH,0.121,0,0.10987415254237286,0.03297415254237286,0,0,3
2140,82_049460,1982,MEADOWGOLD,0.12,1,0.10172468354430378,0.02572468354430378,0,0,2
2141,82_049460,1982,SMITH,0.1215,0,0.10299624208860758,0.026996242088607583,0,0,2
2142,83_049460,1983,MEADOWGOLD,0.1131,1,0.09161719901719904,0.015217199017199038,0,0,2
2143,83_049460,1983,SMITH,0.1265,0,0.10247193347193348,0.026071933471933484,0,0,2
2144,84_049460,1984,BABCOCKDAIRY,0.12,1,0.09385401459854016,0.01975401459854015,0,0,3
2145,84_049460,1984,MEADOWGOLD,0.1248,0,0.09760817518248176,0.023508175182481758,0,0,3
2146,84_049460,1984,SMITH,0.1277,0,0.09987631386861316,0.02577631386861315,0,0,3
2147,85_049460,1985,TOFTDAIRY,0.1115,1,0.08425405500705219,0.013454055007052185,0,0,4
2148,85_049460,1985,MEADOWGOLD,0.1265,0,0.09558868124118476,0.02478868124118476,0,0,4
2149,85_049460,1985,SMITH,0.13,0,0.09823342736248236,0.02743342736248236,0,0,4
2150,85_049460,1985,SUPERIOR,0.125,0,0.09445521861777152,0.023655218617771503,0,0,4
2151,86_049460,1986,SMITH,0.128,0,0.09455498104102034,0.02455498104102033,0,0,2
2152,86_049460,1986,TOFTDAIRY,0.1115,1,0.0823662530162013,0.012366253016201298,0,0,2
2153,87_049460,1987,TOFTDAIRY,0.1115,1,0.08042561427128912,0.010325614271289129,0,0,3
2154,87_049460,1987,MEADOWGOLD,0.1269,0,0.0915337260181757,0.02143372601817571,0,0,3
2155,87_049460,1987,SMITH,0.1333,0,0.09615008414675193,0.02605008414675193,0,0,3
2156,88_049460,1988,SMITH,0.1343,0,0.0943004259501966,0.027700425950196592,0,0,2
2157,88_049460,1988,TOFTDAIRY,0.1168,1,0.08201258191349935,0.01541258191349934,0,0,2
2158,89_049460,1989,TOFTDAIRY,0.1249,1,0.08423625491738787,0.013436254917387884,0,0,2
2159,89_049460,1989,SMITH,0.1406,0,0.09482479937057436,0.02402479937057435,0,0,2
2160,89_049528,1989,R&JDAIRY,0.14400000000000002,1,0.09711785995279308,0.026317859952793062,0,0,1
2161,90_049528,1990,R&JDAIRY,0.19399999999999998,1,0.12628857837181046,0.046588578371810435,0,0,1
2162,80_049890,1980,SUPERIOR,0.1203,1,0.1203,0.0485,0,0,1
2163,81_049890,1981,SUPERIOR,0.1249,1,0.1134155508474576,0.03651555084745761,0,0,1
2164,82_049890,1982,SUPERIOR,0.129,1,0.10935403481012657,0.03335403481012657,0,0,1
2165,83_049890,1983,SUPERIOR,0.133,1,0.10773728973728976,0.03133728973728976,0,0,1
2166,84_049890,1984,SUPERIOR,0.1266,1,0.09901598540145984,0.024915985401459853,0,0,1
2167,85_049890,1985,SUPERIOR,0.1317,1,0.09951801833568406,0.028718018335684062,0,0,1
2168,87_049890,1987,SUPERIOR,0.1353,1,0.097592696061932,0.02749269606193201,0,0,1
2169,88_049890,1988,GOSHEN,0.1298,1,0.09114069462647444,0.02454069462647443,0,0,3
2170,88_049890,1988,REITER,0.145,0,0.10181356487549148,0.03521356487549146,0,0,3
2171,88_049890,1988,SMITH,0.1403,0,0.0985134010484928,0.03191340104849279,0,0,3
2172,89_049890,1989,GOSHEN,0.1388,1,0.09361082612116443,0.022810826121164446,0,0,3
2173,89_049890,1989,REITER,0.1574,0,0.10615521636506688,0.03535521636506689,0,0,3
2174,89_049890,1989,SMITH,0.146,0,0.09846671911880407,0.027666719118804084,0,0,3
2175,80_050047,1980,REITER,0.126,1,0.126,0.0542,0,0,1
2176,81_050047,1981,REITER,0.11900000000000001,1,0.1080580508474576,0.031158050847457614,0,0,2
2177,81_050047,1981,HILLSIDE,0.122,0,0.11078220338983047,0.03388220338983049,0,0,2
2178,82_050047,1982,HILLSIDE,0.12300000000000001,0,0.10426780063291137,0.028267800632911382,0,0,3
2179,82_050047,1982,REITER,0.12,1,0.10172468354430378,0.02572468354430378,0,0,3
2180,82_050047,1982,SUPERIOR,0.129,0,0.10935403481012657,0.03335403481012657,0,0,3
2181,83_050047,1983,REITER,0.1265,1,0.10247193347193348,0.026071933471933484,0,0,3
2182,83_050047,1983,HILLSIDE,0.1285,0,0.1040920430920431,0.02769204309204311,0,0,3
2183,83_050047,1983,SUPERIOR,0.133,0,0.10773728973728976,0.03133728973728976,0,0,3
2184,84_050047,1984,REITER,0.1265,1,0.09893777372262774,0.024837773722627743,0,0,3
2185,84_050047,1984,OBERLINFARMS,0.15,0,0.11731751824817517,0.04321751824817519,0,0,3
2186,84_050047,1984,SUPERIOR,0.1332,0,0.10417795620437957,0.030077956204379582,0,0,3
2187,85_050047,1985,REITER,0.11900000000000001,1,0.08992136812411848,0.01912136812411846,0,0,2
2188,85_050047,1985,SUPERIOR,0.1317,0,0.09951801833568406,0.028718018335684062,0,0,2
2189,86_050047,1986,REITER,0.12,1,0.08864529472595656,0.01864529472595655,0,0,3
2190,86_050047,1986,HILLSIDE,0.135,0,0.09972595656670112,0.029725956566701132,0,0,3
2191,86_050047,1986,SUPERIOR,0.1317,0,0.09728821096173734,0.027288210961737336,0,0,3
2192,87_050047,1987,REITER,0.1346,1,0.09708778189161897,0.02698778189161899,0,0,2
2193,87_050047,1987,SUPERIOR,0.1356,0,0.097809087849209,0.027709087849209016,0,0,2
2194,88_050047,1988,REITER,0.1207,1,0.08475101572739188,0.018151015727391858,0,0,2
2195,88_050047,1988,HILLSIDE,0.1375,0,0.09654734600262124,0.029947346002621236,0,0,2
2196,89_050047,1989,REITER,0.1352,0,0.0911828796223446,0.0203828796223446,0,0,3
2197,89_050047,1989,SMITH,0.1331,1,0.08976657749803305,0.018966577498033044,0,0,3
2198,89_050047,1989,HILLSIDE,0.145,0,0.09779228953579858,0.02699228953579857,0,0,3
2199,80_048496,1980,SMITH,0.1198,1,0.1198,0.048,0,0,1
2200,84_048496,1984,SMITH,0.129,1,0.10089306569343066,0.02679306569343066,0,0,3
2201,84_048496,1984,HILLSIDE,0.135,0,0.10558576642335768,0.03148576642335768,0,0,3
2202,84_048496,1984,SUPERIOR,0.1392,0,0.10887065693430656,0.034770656934306574,0,0,3
2203,85_048496,1985,SMITH,0.13,1,0.09823342736248236,0.02743342736248236,0,0,3
2204,85_048496,1985,HILLSIDE,0.1375,0,0.10390074047954866,0.03310074047954865,0,0,3
2205,85_048496,1985,SUPERIOR,0.1317,0,0.09951801833568406,0.028718018335684062,0,0,3
2206,86_048496,1986,SMITH,0.128,1,0.09455498104102034,0.02455498104102033,0,0,3
2207,86_048496,1986,HILLSIDE,0.1385,0,0.10231144432954156,0.032311444329541535,0,0,3
2208,86_048496,1986,REITER,0.145,0,0.10711306446053084,0.03711306446053084,0,0,3
2209,87_048496,1987,SMITH,0.1353,1,0.097592696061932,0.02749269606193201,0,0,3
2210,88_048496,1988,SMITH,0.1354,1,0.09507280471821757,0.028472804718217545,0,0,1
2211,90_048496,1990,SMITH,0.1535,1,0.09992421020656136,0.020224210206561358,0,0,1
2212,80_050153,1980,BROOKFIELDDAIRY,0.11900000000000001,1,0.11900000000000001,0.047199999999999985,0,0,2
2213,80_050153,1980,BORDEN,0.1363,0,0.1363,0.0645,0,0,2
2214,81_050153,1981,BROOKFIELDDAIRY,0.1349,1,0.12249605932203388,0.04559605932203388,0,0,1
2215,82_050153,1982,BROOKFIELDDAIRY,0.129,1,0.10935403481012657,0.03335403481012657,0,0,2
2216,82_050153,1982,BORDEN,0.14800000000000002,0,0.12546044303797466,0.049460443037974665,0,0,2
2217,83_050153,1983,BROOKFIELDDAIRY,0.1313,1,0.10636019656019656,0.029960196560196575,0,0,1
2218,84_050153,1984,BROOKFIELDDAIRY,0.1313,0,0.10269193430656937,0.028591934306569356,0,0,3
2219,84_050153,1984,BORDEN,0.1403,0,0.10973098540145987,0.03563098540145987,0,0,3
2220,84_050153,1984,SUPERIOR,0.1306,1,0.10214445255474452,0.02804445255474453,0,0,3
2221,85_050153,1985,DEAN,0.1308,1,0.0988379407616361,0.0280379407616361,0,0,1
2222,86_050153,1986,DEAN,0.128,1,0.09455498104102034,0.02455498104102033,0,0,1
2223,87_050153,1987,DEAN,0.128,1,0.09232716257152472,0.02222716257152474,0,0,1
2224,88_050153,1988,DEAN,0.1336,1,0.0938089121887287,0.027208912188728687,0,0,1
2225,89_050153,1989,DEAN,0.1314,1,0.08862004720692368,0.017820047206923678,0,0,1
2226,80_046789,1980,TOFTDAIRY,0.1044,1,0.1044,0.032600000000000004,0,0,1
2227,81_046789,1981,TOFTDAIRY,0.1112,1,0.10097525423728812,0.024075254237288124,0,0,1
2228,82_046789,1982,TOFTDAIRY,0.1074,1,0.09104359177215188,0.015043591772151881,0,0,3
2229,82_046789,1982,BABCOCKDAIRY,0.121,0,0.10257238924050632,0.026572389240506308,0,0,3
2230,82_046789,1982,SMITH,0.1254,0,0.10630229430379746,0.03030229430379747,0,0,3
2231,83_046789,1983,TOFTDAIRY,0.1098,1,0.08894401814401814,0.012544018144018149,0,0,2
2232,83_046789,1983,SMITH,0.1277,0,0.10344399924399926,0.02704399924399926,0,0,2
2233,84_046789,1984,TOFTDAIRY,0.1143,1,0.08939594890510949,0.015295948905109491,0,0,2
2234,84_046789,1984,SMITH,0.14,0,0.10949635036496352,0.035396350364963525,0,0,2
2235,85_046789,1985,TOFTDAIRY,0.11,1,0.08312059238363892,0.01232059238363892,0,0,2
2236,85_046789,1985,SMITH,0.1265,0,0.09558868124118476,0.02478868124118476,0,0,2
2237,86_046789,1986,TOFTDAIRY,0.1095,1,0.08088883143743536,0.010888831437435352,0,0,2
2238,86_046789,1986,SMITH,0.128,0,0.09455498104102034,0.02455498104102033,0,0,2
2239,87_046789,1987,TOFTDAIRY,0.1095,1,0.07898300235610907,0.00888300235610906,0,0,2
2240,87_046789,1987,SMITH,0.1387,0,0.10004513631773812,0.029945136317738125,0,0,2
2241,88_046789,1988,TOFTDAIRY,0.1168,1,0.08201258191349935,0.01541258191349934,0,0,2
2242,88_046789,1988,SMITH,0.1292,0,0.09071939711664484,0.02411939711664482,0,0,2
2243,89_046789,1989,SMITH,0.1245,1,0.08396648308418568,0.013166483084185679,0,0,2
2244,89_046789,1989,TOFTDAIRY,0.1268,0,0.08551767112509834,0.014717671125098338,0,0,2
2245,90_046789,1990,SMITH,0.1489,1,0.09692973876063182,0.01722973876063183,0,0,2
2246,90_046789,1990,TOFTDAIRY,0.1515,0,0.09862226609963548,0.018922266099635474,0,0,2
2247,80_050567,1980,SMITH,0.1235,1,0.1235,0.0517,0,0,1
2248,81_050567,1981,SMITH,0.1215,1,0.11032817796610167,0.033428177966101674,0,0,1
2249,82_050567,1982,SMITH,0.1207,1,0.10231807753164557,0.02631807753164556,0,0,1
2250,83_050567,1983,SMITH,0.1225,1,0.09923171423171424,0.022831714231714248,0,0,1
2251,84_050567,1984,SMITH,0.124,1,0.09698248175182482,0.022882481751824817,0,0,1
2252,85_050567,1985,SMITH,0.128,1,0.09672214386459804,0.025922143864598027,0,0,2
2253,85_050567,1985,SUPERIOR,0.1317,0,0.09951801833568406,0.028718018335684062,0,0,2
2254,86_050567,1986,SMITH,0.128,1,0.09455498104102034,0.02455498104102033,0,0,3
2255,86_050567,1986,REITER,0.145,0,0.10711306446053084,0.03711306446053084,0,0,3
2256,86_050567,1986,SUPERIOR,0.1317,0,0.09728821096173734,0.027288210961737336,0,0,3
2257,87_050567,1987,SMITH,0.1353,1,0.097592696061932,0.02749269606193201,0,0,2
2258,87_050567,1987,SUPERIOR,0.1356,0,0.097809087849209,0.027709087849209016,0,0,2
2259,88_050567,1988,SMITH,0.1354,1,0.09507280471821757,0.028472804718217545,0,0,2
2260,88_050567,1988,REITER,0.145,0,0.10181356487549148,0.03521356487549146,0,0,2
2261,89_050567,1989,REITER,0.1574,0,0.10615521636506688,0.03535521636506689,0,0,2
2262,89_050567,1989,SMITH,0.1414,1,0.09536434303697876,0.02456434303697876,0,0,2
2263,90_050567,1990,SMITH,0.1535,1,0.09992421020656136,0.020224210206561358,0,0,1
2264,82_050484,1982,BROUGHTON,0.1375,1,0.1165595332278481,0.040559533227848096,0,0,1
2265,86_050484,1986,BROUGHTON,0.1425,1,0.1052662874870734,0.0352662874870734,0,0,1
2266,87_050484,1987,BROUGHTON,0.1425,1,0.10278609895658028,0.03268609895658027,0,0,1
2267,88_050484,1988,BROUGHTON,0.15,1,0.10532437745740496,0.038724377457404965,0,0,1
2268,89_050484,1989,BROUGHTON,0.15,1,0.10116443745082612,0.030364437450826117,0,0,1
2269,90_050484,1990,BROUGHTON,0.1584,1,0.10311397326852977,0.02341397326852977,0,0,1
2270,81_049098,1981,MEADOWGOLD,0.1455,1,0.1321213983050847,0.05522139830508471,0,0,1
2271,82_049098,1982,MEADOWGOLD,0.1455,0,0.12334117879746835,0.04734117879746834,0,0,2
2272,82_049098,1982,ROYALCREST,0.1325,1,0.11232100474683544,0.03632100474683543,0,0,2
2273,83_049098,1983,MEADOWGOLD,0.1425,1,0.11543281043281045,0.039032810432810434,0,0,1
2274,85_049098,1985,MEADOWGOLD,0.12300000000000001,1,0.09294393511988716,0.02214393511988716,0,0,1
2275,86_049098,1986,MEADOWGOLD,0.1175,1,0.08679851775249912,0.016798517752499114,0,0,1
2276,87_049098,1987,BORDEN,0.13699999999999998,0,0.09881891618983507,0.028718916189835075,0,0,3
2277,87_049098,1987,REITER,0.122,1,0.0879993268259845,0.01789932682598451,0,0,3
2278,87_049098,1987,UNITEDDAIRY,0.13,0,0.09376977448670483,0.02366977448670482,0,0,3
2279,88_049098,1988,UNITEDDAIRY,0.135,1,0.09479193971166447,0.02819193971166448,0,0,2
2280,88_049098,1988,MAPLEGROVE,0.14800000000000002,0,0.10392005242463956,0.037320052424639566,0,0,2
2281,89_049098,1989,UNITEDDAIRY,0.141,1,0.09509457120377654,0.024294571203776538,0,0,3
2282,89_049098,1989,M&DDISTRIBUTORS,0.165,0,0.11128088119590873,0.04048088119590873,0,0,3
2283,89_049098,1989,MAPLEGROVE,0.1577,0,0.10635754523996853,0.035557545239968534,0,0,3
2284,90_049098,1990,UNITEDDAIRY,0.155,1,0.10090066828675576,0.021200668286755764,0,0,1
2285,88_046425,1988,UNITEDDAIRY,0.134,1,0.0940897771952818,0.027489777195281784,0,0,2
2286,88_046425,1988,TOWN&COUNTRY,0.135,0,0.09479193971166447,0.02819193971166448,0,0,2
2287,89_046425,1989,BORDEN,0.1416,1,0.09549922895357986,0.024699228953579858,0,0,3
2288,89_046425,1989,TOWN&COUNTRY,0.14400000000000002,0,0.09711785995279308,0.026317859952793062,0,0,3
2289,89_046425,1989,UNITEDDAIRY,0.14400000000000002,0,0.09711785995279308,0.026317859952793062,0,0,3
2290,90_046425,1990,UNITEDDAIRY,0.153,1,0.09959872417982987,0.01989872417982988,0,0,2
2291,90_046425,1990,BORDEN,0.161,0,0.1048065006075334,0.025106500607533416,0,0,2
2292,80_046599,1980,EUCLID-RACE,0.1265,0,0.1265,0.0547,0,0,2
2293,80_046599,1980,HILLSIDE,0.124,1,0.124,0.0522,0,0,2
2294,81_046599,1981,EUCLID-RACE,0.132,1,0.11986271186440675,0.04296271186440677,0,0,1
2295,82_046599,1982,EUCLID-RACE,0.13,1,0.11020174050632912,0.03420174050632911,0,0,2
2296,82_046599,1982,HILLSIDE,0.136,0,0.11528797468354428,0.03928797468354429,0,0,2
2297,83_046599,1983,HILLSIDE,0.13,1,0.10530712530712533,0.028907125307125317,0,0,2
2298,83_046599,1983,DAIRYMENS,0.132,0,0.10692723492723494,0.030527234927234945,0,0,2
2299,84_046599,1984,DAIRYMENS,0.13,0,0.10167518248175184,0.02757518248175184,0,0,2
2300,84_046599,1984,HILLSIDE,0.129,1,0.10089306569343066,0.02679306569343066,0,0,2
2301,85_046599,1985,DAIRYMENS,0.128,1,0.09672214386459804,0.025922143864598027,0,0,2
2302,85_046599,1985,HILLSIDE,0.131,0,0.09898906911142454,0.02818906911142453,0,0,2
2303,86_046599,1986,DAIRYMENS,0.1279,1,0.09448110996208203,0.02448110996208204,0,0,2
2304,86_046599,1986,HILLSIDE,0.132,0,0.09750982419855224,0.02750982419855222,0,0,2
2305,87_046599,1987,DAIRYMENS,0.126,1,0.09088455065634468,0.020784550656344672,0,0,2
2306,87_046599,1987,HILLSIDE,0.132,0,0.09521238640188487,0.025112386401884887,0,0,2
2307,88_046599,1988,DAIRYMENS,0.126,1,0.08847247706422018,0.02187247706422017,0,0,2
2308,88_046599,1988,HILLSIDE,0.1345,0,0.09444085845347314,0.02784085845347313,0,0,2
2309,80_046813,1980,TOFTDAIRY,0.1025,1,0.1025,0.030699999999999988,0,0,1
2310,81_046813,1981,TOFTDAIRY,0.1112,1,0.10097525423728812,0.024075254237288124,0,0,1
2311,82_046813,1982,BABCOCKDAIRY,0.1167,1,0.09892725474683543,0.02292725474683544,0,0,1
2312,83_046813,1983,BABCOCKDAIRY,0.12,1,0.09720657720657723,0.02080657720657722,0,0,1
2313,84_046813,1984,TOFTDAIRY,0.1093,1,0.08548536496350366,0.011385364963503659,0,0,1
2314,85_046813,1985,TOFTDAIRY,0.1102,1,0.08327172073342738,0.012471720733427366,0,0,1
2315,86_046813,1986,TOFTDAIRY,0.1098,1,0.08111044467425026,0.01111044467425025,0,0,1
2316,87_046813,1987,TOFTDAIRY,0.1098,1,0.07919939414338606,0.009099394143386064,0,0,1
2317,88_046813,1988,TOFTDAIRY,0.1168,1,0.08201258191349935,0.01541258191349934,0,0,1
2318,89_046813,1989,TOFTDAIRY,0.1258,1,0.08484324154209284,0.01404324154209284,0,0,1
2319,82_050237,1982,BROOKFIELDDAIRY,0.129,1,0.10935403481012657,0.03335403481012657,0,0,1
2320,83_050237,1983,BROOKFIELDDAIRY,0.1313,1,0.10636019656019656,0.029960196560196575,0,0,1
2321,84_050237,1984,BROOKFIELDDAIRY,0.1313,1,0.10269193430656937,0.028591934306569356,0,0,2
2322,84_050237,1984,DEAN,0.1354,0,0.10589861313868612,0.03179861313868613,0,0,2
2323,85_050237,1985,DEAN,0.1228,1,0.09279280677009873,0.021992806770098725,0,0,1
2324,86_050237,1986,DEAN,0.115,1,0.0849517407790417,0.014951740779041697,0,0,1
2325,87_050237,1987,DEAN,0.1168,1,0.08424853584651633,0.014148535846516331,0,0,1
2326,88_050237,1988,DEAN,0.1277,1,0.08966615334207077,0.02306615334207077,0,0,1
2327,89_050237,1989,DEAN,0.1356,1,0.09145265145554682,0.020652651455546817,0,0,1
2328,90_050237,1990,DEAN,0.1501,1,0.09771090522478736,0.018010905224787363,0,0,2
2329,90_050237,1990,BORDEN,0.155,0,0.10090066828675576,0.021200668286755764,0,0,2
2330,80_047464,1980,OAKFARMS,0.124,0,0.124,0.0522,0,0,2
2331,80_047464,1980,MEADOWGOLD,0.1219,1,0.1219,0.050099999999999985,0,0,2
2332,81_047464,1981,OAKFARMS,0.122,0,0.11078220338983047,0.03388220338983049,0,0,2
2333,81_047464,1981,MEADOWGOLD,0.12,1,0.10896610169491523,0.032066101694915236,0,0,2
2334,82_047464,1982,MEADOWGOLD,0.12,1,0.10172468354430378,0.02572468354430378,0,0,1
2335,83_047464,1983,REITER,0.1371,1,0.11105851445851447,0.034658514458514485,0,0,1
2336,84_047464,1984,REITER,0.146,1,0.11418905109489053,0.04008905109489051,0,0,1
2337,85_047464,1985,REITER,0.1436,0,0.10851015514809592,0.03771015514809591,0,0,2
2338,85_047464,1985,MEADOWGOLD,0.1346,1,0.10170937940761636,0.03090937940761636,0,0,2
2339,86_047464,1986,REITER,0.1265,1,0.09344691485694588,0.023446914856945875,0,0,1
2340,87_047464,1987,REITER,0.1204,1,0.08684523729384044,0.016745237293840448,0,0,1
2341,88_047464,1988,REITER,0.1204,1,0.08454036697247706,0.017940366972477056,0,0,1
2342,89_047464,1989,REITER,0.1386,1,0.09347594020456332,0.02267594020456333,0,0,1
2343,90_047464,1990,REITER,0.1625,1,0.10578295868772783,0.026082958687727826,0,0,1
2344,83_047225,1983,DAIRYMENS,0.127,1,0.10287696087696087,0.026476960876960887,0,0,1
2345,84_047225,1984,DAIRYMENS,0.127,1,0.09932883211678832,0.02522883211678834,0,0,1
2346,85_047225,1985,DAIRYMENS,0.127,1,0.09596650211565587,0.025166502115655853,0,0,1
2347,86_047225,1986,DAIRYMENS,0.127,1,0.09381627025163736,0.02381627025163735,0,0,1
2348,87_047225,1987,DAIRYMENS,0.128,1,0.09232716257152472,0.02222716257152474,0,0,1
2349,88_047225,1988,DAIRYMENS,0.128,1,0.08987680209698558,0.023276802096985568,0,0,1
2350,89_047225,1989,DAIRYMENS,0.1353,1,0.09125032258064517,0.020450322580645164,0,0,1
2351,80_050252,1980,BROOKFIELDDAIRY,0.12,1,0.12,0.048199999999999986,0,0,1
2352,81_050252,1981,BROOKFIELDDAIRY,0.1349,1,0.12249605932203388,0.04559605932203388,0,0,1
2353,82_050252,1982,BROOKFIELDDAIRY,0.129,1,0.10935403481012657,0.03335403481012657,0,0,2
2354,82_050252,1982,BORDEN,0.14800000000000002,0,0.12546044303797466,0.049460443037974665,0,0,2
2355,83_050252,1983,BROOKFIELDDAIRY,0.1313,1,0.10636019656019656,0.029960196560196575,0,0,2
2356,83_050252,1983,SUPERIOR,0.133,0,0.10773728973728976,0.03133728973728976,0,0,2
2357,84_050252,1984,BROOKFIELDDAIRY,0.1313,1,0.10269193430656937,0.028591934306569356,0,0,2
2358,84_050252,1984,BORDEN,0.1403,0,0.10973098540145987,0.03563098540145987,0,0,2
2359,85_050252,1985,DEAN,0.1308,1,0.0988379407616361,0.0280379407616361,0,0,2
2360,85_050252,1985,BORDEN,0.1394,0,0.10533645980253878,0.034536459802538784,0,0,2
2361,86_050252,1986,DEAN,0.128,1,0.09455498104102034,0.02455498104102033,0,0,2
2362,86_050252,1986,BORDEN,0.1433,0,0.1058572561185798,0.0358572561185798,0,0,2
2363,87_050252,1987,DEAN,0.128,1,0.09232716257152472,0.02222716257152474,0,0,2
2364,87_050252,1987,BORDEN,0.1445,0,0.10422871087176032,0.03412871087176034,0,0,2
2365,88_050252,1988,DEAN,0.1336,1,0.0938089121887287,0.027208912188728687,0,0,2
2366,88_050252,1988,BORDEN,0.147,0,0.10321788990825688,0.03661788990825686,0,0,2
2367,89_050252,1989,DEAN,0.1404,1,0.09468991345397323,0.023889913453973247,0,0,2
2368,89_050252,1989,BORDEN,0.1416,0,0.09549922895357986,0.024699228953579858,0,0,2
2369,83_047894,1983,DAIRYMENS,0.12300000000000001,1,0.09963674163674163,0.02323674163674165,0,0,2
2370,83_047894,1983,HILLSIDE,0.128,0,0.1036870156870157,0.027287015687015703,0,0,2
2371,84_047894,1984,DAIRYMENS,0.132,1,0.10323941605839418,0.02913941605839418,0,0,1
2372,86_047894,1986,DAIRYMENS,0.12300000000000001,1,0.09086142709410548,0.020861427094105475,0,0,1
2373,87_047894,1987,DAIRYMENS,0.131,1,0.09449108044429486,0.02439108044429486,0,0,1
2374,88_047894,1988,DAIRYMENS,0.133,1,0.09338761467889907,0.02678761467889908,0,0,1
2375,89_047894,1989,DAIRYMENS,0.145,1,0.09779228953579858,0.02699228953579857,0,0,1
2376,90_047894,1990,DAIRYMENS,0.157,1,0.10220261239368164,0.022502612393681648,0,0,1
2377,81_050393,1981,ROYALCREST,0.1375,1,0.12485699152542372,0.047956991525423716,0,0,1
2378,82_050393,1982,ROYALCREST,0.1325,1,0.11232100474683544,0.03632100474683543,0,0,1
2379,83_050393,1983,ROYALCREST,0.1399,1,0.11332666792666793,0.03692666792666793,0,0,1
2380,84_050393,1984,R&JDAIRY,0.145,1,0.11340693430656935,0.039306934306569334,0,0,1
2381,85_050393,1985,R&JDAIRY,0.147,1,0.11107933709449927,0.04027933709449928,0,0,1
2382,86_050393,1986,R&JDAIRY,0.15,1,0.1108066184074457,0.040806618407445684,0,0,1
